datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10/19/1999 23:35,conway,ar,us,triangle,900,15 min,Many blue lights.  About 60 meters long (base to point).  30 meters high.,11/2/1999,35.0886111,-92.4419444
10/19/2000 20:00,hatfield,ma,us,light,4,4 seconds,it was a ball of light coming down on us.,12/2/2000,42.3708333,-72.5986111
10/19/2000 20:00,sherwood park (canada),ab,ca,unknown,2,1 to 2 seconds,6+ beige colored objects&#44 flying in a triangular formation&#44 followed by a wispy column in the night sky over Sherwood Park&#44 Alberta.,12/2/2000,53.516667,-113.316667
10/19/2002 1:30,long beach,ca,us,disk,240,4 minutes,8 crystal clear crafts at Queen Mary,10/28/2002,33.7669444,-118.1883333
10/19/2006 18:50,boulder,co,us,triangle,60,1min,Three people see a illuminated V shaped object fly over them at night&#44 fast&#44 low&#44 silent&#44 making 2 passes.,10/30/2006,40.015,-105.27
10/19/2007 19:34,keller,tx,us,fireball,7,7 seconds,Falling object in the Western sky,11/28/2007,32.9344444,-97.2513889
10/19/2007 20:00,keller,tx,us,fireball,120,2 minutes,fiery slow moving streak across sky splits into 4 slow streaks then stops and hovers.,11/28/2007,32.9344444,-97.2513889
10/19/2008 6:10,miami,fl,us,cylinder,4,4seconds,Cylinder hsape UFO from south to north Miami Florida,10/31/2008,25.7738889,-80.1938889
10/19/2008 18:00,bastrop,la,us,unknown,60,1 minute,UFO flipping very close to a jet,10/31/2008,32.7561111,-91.8722222
10/19/2009 19:15,west dennis,ma,us,sphere,4,3-4 seconds,orange shere passed by in an interval of 4-5 seconds,12/12/2009,41.7352778,-70.1944444
10/19/2009 19:30,horseshoe lake,ny,,unknown,3600,7pm- 8pm,3 red horizontal lights low and close in sky,12/12/2009,44.135446,-74.621486
10/19/2010 20:33,hazen/fallon,nv,,triangle,4,4 seconds,At night  a flicker of light&#44 then steady Red/Oranges Orbs in a Triangle Pattern consisting of 5-6 located on the bottom of UFO.,11/21/2010,39.56464,-119.023428
10/19/2011 2:00,renner,sd,us,flash,2,2 seconds,Woman sitting on her porch is illuminated from overhead by a very bright light&#44 which streaks off.,10/19/2011,43.6455556,-96.7280556
10/19/2011 19:30,san francisco,ca,us,light,9000,2.5 hr,point of light in sky stopped moving and remained stationary for ~2hr,10/25/2011,37.775,-122.4183333
10/19/2012 2:30,gimhae (kimhae) (south korea),,,disk,5400,1-1.5 hours,The Night sky in Gimhae on the 10/19/12,10/30/2012,35.228545,128.889352
10/19/2012 5:00,everett,wa,us,circle,180,2 - 3 minutes,Non-blinking white spherical-shaped object traveled northwest to southeast - appeared to be a very large meteor falling thru atmosphere,10/30/2012,47.9791667,-122.2008333
10/19/2012 19:28,lockport,il,us,oval,60,1 minute,Five UFO&#39s went past the three of us,10/30/2012,41.5894444,-88.0577778
10/19/2012 23:05,scorrsdale,az,,light,300,5 minutes,Orange UFO over Superstition Mountains&#44 East of Scottsdale AZ.,10/30/2012,33.49417,-111.926052
10/19/2013 7:30,prescott,az,us,oval,300,5 minutes,Portal to alien planet or Alien base uncovered.,10/23/2013,34.54,-112.4677778
10/19/2013 10:45,murphysboro,il,us,other,600,10 minutes,Orange globes in Southwest sky traveling Northeast toward Benton&#44 Illinois.,10/23/2013,37.7644444,-89.335
10/19/2013 13:13,los angeles,ca,us,disk,1560,26 minutes,Disk shape object with lights in the sky over LA,10/23/2013,34.0522222,-118.2427778
10/19/2013 13:40,sierra vista,az,us,circle,20,20 seconds,Noticed a bright white circle (reflected sunlight) appearing from the NE on a SE trajectory. Alt. lower than the ISS when it appear.,10/23/2013,31.5544444,-110.3030556
10/19/2013 20:10,swansea,il,us,unknown,420,5-7 minutes,Lights in the clear night sky over Swansea Illinois.,10/23/2013,38.5338889,-89.9888889
10/19/2013 22:00,boise,id,us,sphere,600,5-10 minutes,Between 5 and 7 orange glowing lights.,10/23/2013,43.6136111,-116.2025
10/19/2013 23:00,albuquerque,nm,us,light,900,15 minutes,A flickering clump of lights&#44 alternating green&#44 red&#44 white&#44 and occasionally blue.. Due east&#44 high above Sandia Mtns.  Stationary.,10/23/2013,35.0844444,-106.6505556
10/20/1974 7:00,san jose,ca,us,fireball,300,5 minutes,The Santa Clara Valley is bordered on the east by the Hamilton mountain range&#44 and on the west by Santa Cruz mountain range.  At the so,4/2/1999,37.3394444,-121.8938889
10/20/1975 3:15,watkins glen,ny,us,,600,10 minutes,Large wheel of no substance flickering and copying itself.,2/12/2004,42.3805556,-76.8736111
10/20/1985 19:00,moorestown,nj,us,oval,600,5-10 minutes,It was a very large oval shaped object/saucer shaped object making no noise and multiple lights&#44 some on and some off.,6/18/2003,39.9669444,-74.9430556
10/20/1995 22:00,simi valley,ca,us,light,25,many hours,5 MILE High Laser Beam&#44  guarded by AMSEC/SAIC&#44  International Security Corp.,11/28/2007,34.2694444,-118.7805556
10/20/1998 0:00,bowling green,ky,us,unknown,1200,10 to 20 min,NO SOUND  THREE RECTANGULAR LIGHTS      FUSSY  COLORS  OF  3 COLORS  IT WENT RIGHT OVER ME AT ABOUT  3 TIMES  TREE LEVEL     IT WENT OU,8/24/2004,36.9902778,-86.4436111
10/20/1998 17:30,spokane,wa,us,sphere,3,2-3 sec,An object about the size of a large grapefruit&#44spherical&#44dull silver&#44no lights or appendages&#44came into view from the west at roughly a,7/5/1999,47.6588889,-117.425
10/20/1999 8:15,stevensville,mt,us,other,60,one minute,looked to east saw sparkling dot with white plume coming out of top.to left of object saw fast moving aircraft leaving vapor trails. As,11/2/1999,46.51,-114.0922222
10/20/1999 19:00,temple,tx,us,cylinder,600,10 minutes,Just after sunset saw bright glowing object in western sky at 30 deg. above horizon.  Smaller bright lights appeared and disappeared ne,11/2/1999,31.0980556,-97.3425
10/20/1999 22:30,tumwater,wa,us,fireball,4,4 sec.,Green fireball going east to west across the sky.,11/2/1999,47.0075,-122.9080556
10/20/1999 22:33,portland (40 mi. west of),or,us,circle,3,3 sec.,Driving north I saw an object the size of a 3/4 full moon with a tail traveling east to west&#44 45 degrees up in the sky&#44 and approx. 1/2,11/2/1999,45.5236111,-122.675
10/20/2000 20:30,ridgefield,ct,us,triangle,120,2 minutes,triangular ufo flew overhead,1/17/2004,41.2813889,-73.4986111
10/20/2002 16:00,albany,ny,us,,3,1/3 second (est.),Airline pilot calls to inquire about FOX 23 video; complains that U. S. government apparently is doing nothing.,10/28/2002,42.6525,-73.7566667
10/20/2003 20:45,beckley,wv,us,rectangle,5,3-5 seconds,I was driving down S. Kanawha St about 8:45. My friend and I suddenly saw a huge glowing flourescent green flash shooting down from the,10/31/2003,37.7780556,-81.1883333
10/20/2003 21:50,cullowhee,nc,us,fireball,3,2 or 3 seconds,My wife and I saw a huge glowing blue ball enter the atmophere.,10/31/2003,35.3136111,-83.1766667
10/20/2004 1:00,markham (canada),on,ca,light,120,2 minutes,3 lights rotating around each other&#44 changing from red to blue to green.,7/5/2005,43.866667,-79.266667
10/20/2004 18:00,new rochelle,ny,us,disk,35,35 seconds,UFO Disc covers their  identity behind dark clouds but was later seen from a sharp eye before taking off.,5/15/2006,40.9113889,-73.7827778
10/20/2004 20:20,charleston afb,sc,,triangle,300,5 minutes,large triangle shaped blinking lights and red circle of light over charleston AFB,10/27/2004,32.89402,-80.069094
10/20/2005 9:25,austin,tx,us,triangle,30,30 seconds,3 lights forming a triangle in Austin&#44 TX,11/3/2005,30.2669444,-97.7427778
10/20/2005 12:00,quincy,ma,us,fireball,10,10 sec,3 UFOs seen in broad daylight,11/3/2005,42.2527778,-71.0027778
10/20/2005 14:10,denver,co,us,cigar,60,1 minute,Silver Cigar Shaped object flying over I-25 downtown Denver at 2pm on a clear day,11/3/2005,39.7391667,-104.9841667
10/20/2005 16:00,lancaster,ca,us,sphere,3600,30-60 min,SPHERE SHAPE CRAFT,10/20/2005,34.6980556,-118.1358333
10/20/2005 20:00,montville,oh,us,cone,2400,40min.,Six coned like objects&#44with bright white lights floating in the Montville sky.,11/3/2005,41.6072222,-81.0505556
10/20/2005 22:30,moline,il,us,triangle,120,2 minutes,A huge giant black isoceles triangular craft flew over in total silence and then took off at Mach 10,5/12/2009,41.5066667,-90.515
10/20/2006 3:45,foster city,ca,us,light,30,30 seconds,Four people witnessed a plasma ball hover right in front of them as it changed colors and then it moved off.,12/12/2011,37.5586111,-122.27
10/20/2006 6:30,providence,ri,us,egg,60,less then a minute,eggs shape bottom glowing craft,10/30/2006,41.8238889,-71.4133333
10/20/2006 14:01,prospect,or,us,cigar,2,a few seconds,Object near jet in Prospect&#44 Oregon.,12/7/2006,42.7511111,-122.4877778
10/20/2006 14:38,east patchogue,ny,us,sphere,180,3 min,Small white sphere,10/30/2006,40.7669444,-72.9966667
10/20/2006 19:51,east patchogue,ny,us,sphere,360,6 min,Bluish White Sphere slightly sporadic in movement,10/30/2006,40.7669444,-72.9966667
10/20/2007 20:20,crown hill,wv,us,triangle,420,5-7 minutes,One huge Black triange with white lights followed by a second smaller triangle with blue lights,3/4/2008,38.2,-81.4138889
10/20/2007 21:55,pittsfield,il,us,triangle,120,1 to 2 minutes,Triangle shaped craft spotted about 75ft. off the ground made no noise as it hovered.  Had white&#44 red&#44 and green lights.,11/28/2007,39.6077778,-90.805
10/20/2008 10:20,jacksonville,nc,us,unknown,300,almost 5 minutes,Bright white light seen over jacksonville&#44 moving in odd directions and fading until unseen.,10/31/2008,34.7538889,-77.4305556
10/20/2008 19:30,reedville,va,us,circle,600,half hour,Round&#44 yellowish white light&#44  with flashing red light&#44 that hovered in the western sky.,1/10/2009,37.8419444,-76.2761111
10/20/2008 20:30,virginia beach,va,us,triangle,15,15 seconds,Triangular craft&#44 solid white lights with red center over Oceana Air Force Base Virginia Beach&#44 VA,1/10/2009,36.8527778,-75.9783333
10/20/2010 18:05,varberg (sweden),,,other,35,25-35 seconds,Stealth Aircraft?,11/21/2010,57.107118,12.252091
10/20/2010 22:20,brandon,ms,us,triangle,90,approx. 1.5 min,Triangle lights over Brandon&#44 MS,11/21/2010,32.2730556,-89.9858333
10/20/2011 0:02,seguin,tx,us,other,1,1 second,White with yellow tint&#44 flash red then gone,10/25/2011,29.5686111,-97.9644444
10/20/2011 20:00,nacogdoches,tx,us,light,120,2 min,Ufo flying low across the sky,10/25/2011,31.6033333,-94.6552778
10/20/2011 20:00,virgnia beach,va,,triangle,300,3-5 minutes,Triangle with white/yelllow lights over Towncenter Va Beach,10/30/2012,36.852926,-75.977985
10/20/2011 21:00,foxboro,ma,us,light,7,7 secs,Saw bright green light headed downward for approximately 7 seconds and then it vanished.,10/25/2011,42.0583333,-71.25
10/20/2012 6:05,princeton,mn,us,circle,1860,31 minutes,White quick moving light in eastern Mn sky before sunrise.,10/30/2012,45.57,-93.5813889
10/20/2012 21:15,gilbert,az,us,light,240,2-4 minutes,12 red lights over gateway airport.  1 light merged with anouther light  and became 1 light.,10/30/2012,33.3527778,-111.7883333
10/20/2012 22:20,south jordan,ut,us,circle,120,2 minutes,Unexplaned huge red/orange ball over Sandy&#44 Ut traveling horizontally and suddenly dropping out of sight.,10/30/2012,40.5622222,-111.9288889
10/20/2013 14:00,naples,fl,us,unknown,2700,45 minutes,Object moving different directions flashing a powerful bright light then joined by another identical object,10/23/2013,26.1416667,-81.795
10/20/2013 20:25,levittown,pa,us,light,480,8 minutes,As I was parking in the supermarket parking lot I noticed a orange light that appeared out of nowhere in the sky above the store.,10/23/2013,40.155,-74.8291667
10/21/1966 2:00,goose air base (labrador) (canada),,,sphere,240,4 minutes,Light followed a landing aircraft at Goose AB&#44 Labrador 1966,4/3/2011,32.346612,-86.167221
10/21/1966 22:15,santa fe,nm,us,disk,300,-5 minutes,My sighting in Santa Fe&#44New Mexico,10/30/2006,35.6869444,-105.9372222
10/21/1975 23:20,indian rocks beach,fl,us,light,10,10 seconds,Shooting star stops&#44 reverced direction&#44 loops back and then shoots off into night.,10/31/2008,27.875,-82.8513889
10/21/1976 21:00,st. george (ut) to las vegas (nv),ut,us,light,1800,30 minutes,A Bright red light in the southwestern sky approx. 45 degrees above the horizon.,2/16/1999,37.1041667,-113.5833333
10/21/1987 21:30,swansea (uk/england),,gb,triangle,1800,30 minutes,Triangular lights seen over Swansea and Port Talbot,5/15/2006,51.633333,-3.966667
10/21/1987 21:30,swansea (uk/england),,gb,triangle,600,10 minutes,many witness slow moving huge triangular craft,12/16/2005,51.633333,-3.966667
10/21/1999 22:35,auburn,wa,us,light,2,2 seconds,I was sitting in the family room of my home with windows facing North toward backyard when my attention was suddenly drawn to a very br,11/2/1999,47.3075,-122.2272222
10/21/2000 9:30,alma,wi,us,oval,15,15seconds,white/silver&#44 oval&#44 high altitude high rate of speed,12/2/2000,44.32,-91.9147222
10/21/2001 6:00,callahan county (cross plains in rural area),tx,,light,15,15 seconds,glowing round object approaches at a distance &#44turns away suddenly and disappears.,11/20/2001,32.272812,-99.456155
10/21/2001 6:30,murfreesboro,tn,us,oval,1800,30 minutes,An oval shaped object with brillant multi colored lights in the north sky not moving.Was very hard to distinguish with my eyes but it w,11/20/2001,35.8455556,-86.3902778
10/21/2001 22:00,centerburg,oh,us,light,180,3 minutes,Me and my friend saw a pulsating red light that deployed a smaller red light that fell towards the ground.,3/11/2006,40.3044444,-82.6963889
10/21/2002 19:40,cesena (italy),,,disk,1800,30 min,Cesena landing,10/28/2002,44.139644,12.246429
10/21/2006 19:30,brookings,or,us,unknown,120,a few minutes,I saw a steady white light traveling west to east over Brookings&#44 OR. It was bright and traveling fast.,10/30/2006,42.0527778,-124.2827778
10/21/2007 1:00,maysville,ky,us,light,2631600,1 month,strange lights over maysville ky,11/28/2007,38.6411111,-83.7444444
10/21/2007 18:00,stoney creek metropark ?,mi,,other,3600,1 hour,Three objects were sighted in the sky that were not airplanes or jets or aircraft that were identifiable as normal.,11/28/2007,42.731893,-83.072964
10/21/2009 19:35,henderson,nv,us,unknown,10,10 sec,bright white light in S.W. sky over Henderson&#44 Nv. oval in shape,12/12/2009,36.0397222,-114.9811111
10/21/2010 20:30,hardy,va,us,light,2700,approx 30 to45 minutes,Bright light at Smith Mountain Lake Virginia,11/21/2010,37.2316667,-79.8108333
10/21/2011 10:00,louisville,ky,us,changing,7,7 seconds,Redish Orange shift changing object in the sky that shot up to the stars and vanished,10/25/2011,38.2541667,-85.7594444
10/21/2011 19:00,pelham (valleydale exit getting onto i-65 n),al,us,circle,720,10-12 minutes,Objects of light&#44 with a tail falling from the sky&#44 then stopping mid-fall and moving independently around the area unlike an aircraft.,10/25/2011,33.2855556,-86.81
10/21/2011 20:00,boone,nc,us,light,30,30 seconds,Large red objected spotted in Boone&#44 NC.,10/25/2011,36.2166667,-81.6747222
10/21/2011 20:00,east orange,nj,us,formation,7200,2 hours,4 lights in the sky that swirled around our heads making a square/ diamond shape and that followed us about 9 blocks home,10/25/2011,40.7672222,-74.2052778
10/21/2011 21:00,anchorage,ak,us,circle,300,5 minutes,Orange circles &quot;climbing&quot; then fading away,10/25/2011,61.2180556,-149.9002778
10/21/2011 22:20,renton,wa,us,diamond,20,:20,Gray translucent elongated diamond in shape with a tail,3/13/2012,47.4830556,-122.2158333
10/21/2011 22:30,san jose del cabo (mexico),,,light,120,1-2 minutes,Flashing On and Off Star-Like light over San Jose del Cabo&#44 Baja Sur&#44 Mexico,12/12/2011,23.063656,-109.702438
10/21/2011 22:47,colby,ks,us,sphere,1800,30 minutes,White sphere being followed.,10/25/2011,39.3958333,-101.0519444
10/21/2012 0:05,morris,il,us,formation,300,4-5 minutes,Unexplained &quot;formation&quot; of red lights that slowly disappeared.,10/30/2012,41.3572222,-88.4211111
10/21/2012 2:00,north las vegas,nv,us,light,3300,55 minutes,Flashing lights&#44 moving objects and odd movements,10/30/2012,36.1988889,-115.1166667
10/21/2012 7:25,wyoming,mi,us,triangle,180,3 minutes,Changing colored object seen by  manyhovering over suburban neighborhood,10/30/2012,42.9133333,-85.7052778
10/21/2012 22:00,seguin (near),tx,us,flash,2700,>45 minutes,Lite in same area goes out then comes back really bright cant see shape. it doesnt apear like plane activity or a lite pole.,10/30/2012,29.5686111,-97.9644444
10/21/2012 23:57,cranston,ri,us,,90,90 seconds,Large orange ball over Rhode Island.,10/30/2012,41.7797222,-71.4377778
10/21/2013 18:30,san antonio,tx,us,triangle,60,1 minute,Triangle shape.,10/23/2013,29.4238889,-98.4933333
10/21/2013 19:50,watertown,ma,us,fireball,600,10 minutes,Fast-moving&#44 illuminated object similar to fireball silently crosses evening sky and in an instant plunges about 100 feet,10/23/2013,42.3708333,-71.1833333
10/2/1976 1:00,charleston afs,me,,unknown,1200,20 min,On this date I was stationed at Charleston AFS&#44 ME and worked in the reciever section of the AN/FPS-27A Search radar located at the sit,4/16/2005,32.776475,-79.931051
10/2/1995 10:15,n. providence,ri,,,180,3 min.,Man witnesses &quot;small white dot&#44 that came out of clouds.&quot; Was slow-moving&#44 white&#44 w/ &quot;red on tail.&quot;,11/2/1999,41.853552,-71.467664
10/2/1997 2:00,ringgold,ga,us,circle,120,2 minutes,My mother and I were driving down Alabama Hwy When a round silver shiny object appeared in My driver side window. It stayed right Besid,8/5/2012,34.9158333,-85.1091667
10/2/1998 12:40,decator,tx,,triangle,300,approx. 5 minutes,floated silently above our truck,2/16/1999,33.234283,-97.586139
10/2/1999 20:00,san diego co. (east part),ca,,diamond,10800,3 hours,This event has happened on numerous nights over eastern San Diego County. The craft appear to hover in a general area and then leave.,11/20/2002,32.715738,-117.161084
10/2/2000 0:00,sterling/troy/clinton township,mi,,oval,8,6-8 sec,see above,12/2/2000,42.53003,-82.950156
10/2/2000 20:30,mitchelstown (republic of ireland),,,unknown,300,5 minutes,I saw one object moving erracticly across the sky at vairous different speed&#39s. There was no sound accompanying the object. it was also,12/2/2000,52.266213,-8.269886
36802,san antonio,tx,us,light,900,10-15 min,three bright large lights in sky--loose formation?,12/2/2000,29.4238889,-98.4933333
10/2/2003 12:00,hanna (canada),ab,ca,cigar,180,3 minutes,They were aligned in a triangle formation they appared to be rotating in a circle.There was a burst of green light then they disape,10/15/2003,51.633333,-111.916667
10/2/2003 19:13,charlotte,nc,us,oval,120,2 minutes,small orange oblong craft seen over Charlotte&#44 NC at 19:14 on October 02&#44 2003,10/7/2003,35.2269444,-80.8433333
10/2/2003 21:00,goose creek,sc,us,diamond,60,60 seconds,Object moved the full view of night sky in less than 60 seconds,10/7/2003,32.9808333,-80.0327778
10/2/2003 22:15,pueblo west,co,us,other,15,10-15 seconds,Intense red light&#44 spinning rapidly&#44 droning sound.,10/31/2003,38.35,-104.7222222
10/2/2004 10:30,ipswich (australia),,au,sphere,20,20 seconds,Transparent sphere straight &amp; level flight into the distance during air force air display in Australia.,10/27/2004,-27.616667,152.766667
10/2/2004 15:30,st. louis,mo,us,unknown,600,5-10 minutes,Sat. Oct 2nd. 3:23 - 3:30 pm. St. Louis&#44 MO. Object hoovering in the sky with flashing light.,10/27/2004,38.6272222,-90.1977778
10/2/2004 16:00,burnsville,mn,us,diamond,120,2 minutes,I saw a diamond-shaped silver object hovering with little to no motion in the southward sky.,10/27/2004,44.7677778,-93.2775
10/2/2006 0:16,amelia,oh,us,unknown,2,seconds,Frisby-like sound outside of window around midnight.,10/30/2006,39.0283333,-84.2177778
10/2/2006 3:00,santa fe/los alamos,nm,,light,3600,1hr,Possible UFO over Santa Fe/Los Alamos,10/30/2006,35.88808,-106.306972
10/2/2006 7:45,crozet,va,us,other,1.5,1.5 seconds,squiggle of light right over the car in the fog,10/30/2006,38.0694444,-78.7008333
10/2/2006 23:15,new york city (manhattan),ny,us,unknown,60,1 minute,&quot;U&quot; shaped formation of 15-20 yellow lights flew from southward above new york city at approximately 11pm on Monday October 2&#44 2006,10/30/2006,40.7141667,-74.0063889
10/2/2007 4:00,murrysville,pa,us,light,3600,1hr,sitting in the sky bright light and just still seen it 3 times now on different nights. ((NUFORC Note:  Venus.  PD)),10/8/2007,40.4283333,-79.6977778
10/2/2007 21:48,melbourne (australia),,au,oval,5,5 secs,Witnessed a blue glow followed by a streak of light in Melbourne Australia 10/02/2007,10/8/2007,-37.813938,144.963425
10/2/2007 23:00,colorado springs,co,us,triangle,1200,20 mins.,the second object appreared suddenly&#44 then flickered out as the first object returned the way it had come.,10/8/2007,38.8338889,-104.8208333
10/2/2008 19:20,hockessin,de,us,cylinder,120,2 min,UFOs Sighted in Hockessin&#44 Delaware.,10/31/2008,39.7875,-75.6969444
10/2/2009 22:00,modesto,ca,us,cylinder,3600,1 hour,2 blue cylinders and 1 white light over Modesto,12/12/2009,37.6391667,-120.9958333
10/2/2010 2:12,des moines,ia,us,diamond,1500,25 minutes,Single light multiplied then came together as a diamond then became one and disappeared.,11/21/2010,41.6005556,-93.6088889
10/2/2010 20:45,desert center,ca,us,fireball,60,1 minute,2 crafts. 1 of which was a fireball shape.,11/21/2010,33.7125,-115.4013889
10/2/2010 22:55,twin lakes,wi,us,cigar,15,15 seconds,Navy blue lighted wide object appeared over Twin Lakes Wisconsin and disappeared behind trees.,11/21/2010,42.5311111,-88.2480556
10/2/2011 17:44,lake springs,mo,us,oval,60,1 minute,Three  opaque oval craft sighted over mid missouri.  with witnesses,10/19/2011,37.4536111,-90.7947222
10/2/2011 18:00,battle creek,mi,us,circle,300,5 minutes,Bright white circular craft flying fast above the clouds until it disappeared.,10/10/2011,42.3211111,-85.1797222
10/2/2011 21:00,simi valley,ca,us,other,180,3 min,Wife and I saw lg&#44 round neon green disk moving in SE direction and returned.  It hovered&#44 dropped&#44 rose high&#44 and darted to the NE.,10/10/2011,34.2694444,-118.7805556
10/2/2012 20:00,chula vista,ca,us,circle,1,1 second,I glowing light unlike anything I have ever seen moved across the sky a d behind a cloud faster than anything I have ever seen. Not a b,11/4/2012,32.64,-117.0833333
10/2/2013 6:45,upper marlboro,md,us,circle,2,2 seconds,I was painting my house and was on a step ladder about 6 ft high and saw an orange light that looked like it was rotating vertically.,10/23/2013,38.8158333,-76.75
10/2/2013 19:15,la habra,ca,us,circle,10,:10,Circled shape object vanishes near La Habra&#44 CA.,10/3/2013,33.9319444,-117.9452778
10/2/2013 22:00,caledonia,ny,us,triangle,5,5 seconds,Large triangle craft passed overhead&#44 rotated&#44 turned 90 degrees to the right&#44 and vanished.,10/14/2013,42.9730556,-77.8530556
10/22/1988 23:16,green river,ut,us,cone,660,11 minutes,Top shaped object /light sitting in the night sky right in front of me,2/14/2008,38.9952778,-110.1611111
10/22/1992 21:30,oak creek,co,us,unknown,900,15 minutes,At 9:30 in the evening on a clear night&#44we saw five or six objects over the top of the mountain behind our house.The objects zipped,1/17/2004,40.275,-106.9577778
10/22/2000 23:00,puyallup,wa,us,diamond,120,2  minutes,Saw a  cluster  of  five  red  lights (oval)  which  emitted  several  smaller  white  lights.,12/20/2000,47.1855556,-122.2916667
10/22/2001 23:00,sturgeon bay,wi,us,light,1800,30 mins,strange light,2/22/2002,44.8341667,-87.3769444
10/22/2003 19:00,houston (canada),bc,ca,light,180,3 minutes,HBCCUFO CANADIAN REPORT:  Huge bright light drops right over the tree tops.,10/31/2003,54.4,-126.65
10/22/2005 20:35,tinley park,il,us,light,600,10 minutes,Red light moving over Chicago&#39s South Suburbs during White Sox World Series.,11/3/2005,41.5733333,-87.7844444
10/22/2006 12:00,lodi,ca,us,other,120,2 minutes,3 distinct colored lights hovering over the city in the daytime,12/7/2006,38.1302778,-121.2713889
10/22/2006 22:01,montgomery,tx,us,fireball,3,3 seconds,bright white light,10/30/2006,30.3880556,-95.6961111
10/22/2007 20:00,hurley (west of),sd,us,other,1800,30 min,multiple bright lights and objects that would alternate and fade in and out in a row,11/28/2007,43.2830556,-97.0888889
10/22/2007 21:40,cameron park,ca,us,light,300,5 minute,3 bright stationary lights above hill&#44 low in the sky. Disappeared after about 3 minutes.,11/28/2007,38.6688889,-120.9861111
10/22/2007 23:00,hillsborough,nj,us,triangle,300,five minutes,Silent triangle-shaped craft with bright white lights beneath that flashed on and flashed off.  No sound until slow-moving craft passed,11/28/2007,40.4775,-74.6272222
10/22/2008 1:30,edmonds,wa,us,flash,2,2 sec,Giant flash in sky moving forward and down then disappeared over trees. Not lightening as skies were clear and stars were visible.T,10/31/2008,47.8108333,-122.3761111
10/22/2008 5:29,pomeroy,oh,us,circle,5,4-5 seconds,The object was green with bright contrail&#44 it moved at incredible rate of speed north to south at aproximateley a 45 degree angle.,10/31/2008,39.0275,-82.0338889
10/22/2009 3:15,sweet home,or,us,other,40,40 seconds,I dont know what it was&#44 it was like a darker fog surrounded by the lighter fog&#44 then it... blew away. There was no wind that night.,12/12/2009,44.3977778,-122.735
10/22/2010 11:38,amherst,va,us,unknown,300,5 minutes,Mother and daughter again are &#8220;visited&#8221; by strange ufo on farm road in Amherst&#44 Va. We saw the &#8220;thing&#8221; in August,11/21/2010,37.585,-79.0516667
10/22/2010 15:10,columbia,sc,us,teardrop,1200,15 - 20 minutes,Nearly stationary teardrop shaped with short contrail over Richland County,11/21/2010,34.0005556,-81.035
10/22/2010 19:30,alexandria,va,us,light,300,5 minutes,Most unusual fireworks display,11/21/2010,38.8047222,-77.0472222
10/22/2010 21:22,pittsburgh,pa,us,sphere,120,2 minutes,Red/Orange globe with flame tail moving across sky&#44 stopping then reversing direction.,11/21/2010,40.4405556,-79.9961111
10/22/2011 19:10,madison heights,va,us,oval,300,5 minutes,Pink glows in Madison Heights&#44 VA,10/25/2011,37.4308333,-79.1233333
10/22/2011 19:10,madison heights,va,us,sphere,300,5 minutes,Pink spheres hovering and moving near our home in Amherst County&#44 VA,10/25/2011,37.4308333,-79.1233333
10/22/2011 19:30,oakland,ca,us,triangle,10,10 sec,BLACK TRIANGLE CRAFT WITH LIGHT THAT WERE SQUARE,10/25/2011,37.8044444,-122.2697222
10/22/2011 19:47,loveland,co,us,triangle,5,5 sec.,Large triangle over loveland.,10/25/2011,40.3977778,-105.0744444
10/22/2011 21:45,pittsburgh,pa,us,unknown,600,10 minutes,Orange Glowing Objects Over Pittsburgh,10/25/2011,40.4405556,-79.9961111
10/22/2011 22:20,amarillo,tx,us,unknown,40,40 seconds,My mother told me to go help my dad with the groceries last night and I went out a little earlier because he wasn&#39t home yet and i saw,10/25/2011,35.2219444,-101.8308333
10/22/2011 22:30,mile marker 41 garden state parkway,nj,,fireball,300,5 min,Orange fireball objects in sky in new jersey,10/25/2011,39.736928,-75.553649
10/22/2011 23:00,sterling,va,us,chevron,1200,20 minutes,Strange Orange Flying Litghts in Sterling&#44 VA,12/12/2011,39.0061111,-77.4288889
10/22/2012 7:00,santa ana,ca,us,fireball,300,5 minutes,Fire ball/object slow moving west to east.  ((NUFORC Note:  Sighting of the ISS??  PD)),10/30/2012,33.7455556,-117.8669444
10/22/2012 16:00,spokane,wa,us,light,1500,25 minutes,Saw three amber lights under the half moon about 7 other lights danced around them they all blinked out total lights 20.,11/4/2012,47.6588889,-117.425
10/22/2013 14:30,northwest reno,nv,,cylinder,7200,1-2 hours,Strange cylinder shape changing colors and moving fast in sky.,11/11/2013,39.532503,-119.89309
10/22/2013 19:08,brattleboro,vt,us,rectangle,1800,30 minutes,Bright lights hovering low in west brattleboro/marlboro.  ((NUFORC Note:  Possible sighting of Venus?  PD)),10/23/2013,42.8508333,-72.5583333
10/22/2013 19:15,prescott,az,us,flash,240,4 minutes,Standing on my balcony&#44 me and my fianc&eacute; noticed a bunch of faint lights flickering in a group&#44 they moved slowly shining 5 lights then,11/11/2013,34.54,-112.4677778
10/22/2013 20:00,logan,ut,us,chevron,10,10 seconds,Chevron shaped dark image highlight by subtle orange glowing lights surrounding exterior in extreme quiet flight.,10/23/2013,41.7355556,-111.8336111
10/22/2013 22:30,monroeville,pa,us,oval,300,5 minutes,5 Red/Yellow Ovals seen by 3 witnesses.,10/23/2013,40.4211111,-79.7883333
