datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
4/16/2013 19:45,las vegas,nv,us,light,30,30 seconds,The date that i saw the two incidents not exact. I remember the first encounter taking place sometime in early spring 2013. I was d,2/21/2014,36.175,-115.1363889
4/16/2013 21:45,clayton,id,us,cross,3000,50 minutes,Bright flashing lights of all colors. Hovering then zig zaging north to south.  More moving activity shooting Across the sky. Then abov,5/15/2013,44.2594444,-114.4008333
4/16/2013 22:00,townsend,mt,us,cigar,3600,1 hour,The first strange thing I noticed was three bright white lights in a row above our Elk Horn Mountains. I looked around the sky and I no,5/15/2013,46.3191667,-111.52
4/16/2014 10:30,mollusk,va,us,fireball,1800,30 minutes,Flashing Object in Western Sky.  ((NUFORC Note:  Possibly a &quot;twinkling&quot; star&#8230;Sirius??  PD)),4/18/2014,37.73,-76.5383333
4/16/2014 20:20,deptford,nj,,diamond,900,15 minutes,Diamond shaped UFO hovering in the sky witnessed by 8 people.,4/18/2014,39.819722,-75.122778
4/17/1958 21:30,winooski,vt,us,oval,5400,1 hr 30 min,object hovered&#44 landed then left headed north traveling at 60Kmph&#44 being tracked across USA by several radar sites.,2/22/2005,44.4913889,-73.1861111
4/17/1966 5:10,atwater,oh,us,other,5400,1.5 hours,On April 17th &#44 1966&#44 one of the greatest UFO chases occured With police  in NE Ohio and Western PA,7/5/2005,41.0238889,-81.1636111
4/17/1996 21:00,pine bluff,ar,us,,6,6 sec.,Man repts. &quot;8-12&#44 maybe 15&quot; objs.&#44 &quot;size of stars&#44&quot; moving VERY fast in formation W to E overhead.  Then sees 2x a/c in formation.,11/2/1999,34.2283333,-92.0030556
4/17/1997 22:45,bismarck/caddo valley (between),ar,,light,30,30 seconds,Orange burst of light that sped out over the lake,9/28/2002,34.732892,-93.056238
4/17/1999 14:03,vashon island (near seattle),wa,,triangle,300,5 minutes -?,We were watching two very bright &quot;headlights&quot; approaching us (we were on slope) and they were coming through btwn 2 tree tops.  Then it,4/26/1999,47.44732,-122.45985
4/17/2000 6:15,tulsa/oklahoma city (between),ok,,cigar,10,10secounds,Large shadow going across moon surface&#44 no clouds clear sky.,4/26/2000,36.153982,-95.992775
4/17/2000 22:54,corvallis,or,us,fireball,10,10 seconds,What may have been another Corvallis fireball lit the night sky for 10 seconds above the cloud deck at 2254 PDT.,4/26/2000,44.5647222,-123.2608333
4/17/2002 20:30,moscow,pa,us,cigar,300,5 minutes,very large and slow moving object,4/25/2002,41.3366667,-75.5188889
4/17/2002 20:46,oxnard,ca,us,light,300,3-5 minutes,On Wednesday April 17&#44 2002 I had just returned home from attending a Centennial Committee meeting that had finished at Oxnard City Hal,5/14/2002,34.1975,-119.1761111
4/17/2002 20:55,san jose,ca,us,circle,35,35 seconds,Looked like very bright stars over San Jose Ca&#44 but stars don&#39t float that fast across the sky&#33,4/25/2002,37.3394444,-121.8938889
4/17/2002 20:55,sebastopol,ca,us,light,60,1 min.,two &quot;star-like&quot; objects traveling in parallel,4/25/2002,38.4022222,-122.8227778
4/17/2004 13:00,auckland (new zealand),,,unknown,5,1/5 second,White stick with wing like projections 1 foot long moving at high speed,4/27/2004,-36.84846,174.763332
4/17/2004 20:00,louisville,ky,us,disk,1200,20minutes,My mother and I were driving down the road when we seen this odd shaped object in the sky but with it being Thunder Over Louisville we,4/27/2004,38.2541667,-85.7594444
4/17/2005 16:00,wake forest,nc,us,unknown,300,5 minutes,Aircraft with pressure wave ahead of it?,6/20/2005,35.9797222,-78.51
4/17/2006 14:00,industry,ca,us,oval,60,1 minute,White Ball over City of Industry,5/15/2006,34.0197222,-117.9577778
4/17/2006 19:30,satellite beach,fl,us,light,360,6 minutes,4   flashing strobe-like objects move rapidly across the nite skyline and disappear into a light forming a many colored fast moving ob,5/15/2006,28.1758333,-80.5902778
4/17/2006 21:32,edinburgh (uk/scotland),,gb,circle,600,10 minutes,huge glaring light&#44 brighter than anything else in the sky and massive&#44 above edinburgh scotland city center. light disappeared then ap,5/15/2006,55.833333,-3.083333
4/17/2008 0:35,middleton,wi,us,triangle,45,30-45 seconds,Witnessed a black triangular craft with colored flashing lights absolutely still in the sky about twenty stories above me.,6/12/2008,43.0972222,-89.5041667
4/17/2008 22:03,greeley,co,us,triangle,10,5-10 seconds,Three yellow circular lights in the shape of a triangle.,6/12/2008,40.4233333,-104.7086111
4/17/2009 6:22,maryville,tn,us,light,10,10 seconds,Bright white dot hovers in sky&#44 quickly drops down&#44 then shoots up and disappears leaving a copper streak,5/12/2009,35.7563889,-83.9705556
4/17/2009 6:30,york,pa,us,light,10,half an hour,Bright shiny object that suddenly disappeared.,5/12/2009,39.9625,-76.7280556
4/17/2009 21:30,yakima,wa,us,unknown,420,6-7 minutes,Two Completely Silent Illuminations Slow and Low,12/12/2009,46.6022222,-120.5047222
4/17/2010 0:00,lac du flambeau,wi,us,light,3600,1 hour,High Orbit Flight of Several Objects Over Wisconsin,5/12/2010,45.9697222,-89.8919444
4/17/2011 21:00,greensboro,nc,us,light,120,about 2 minutes,It was a  slow moving bright white light heading north,5/12/2011,36.0725,-79.7922222
4/17/2012 20:10,myrtle beach,sc,us,light,15,15 seconds,5 Bright yellow/orange lights flash then fade in sequence over ocean at dusk in Myrtle Beach,4/18/2012,33.6888889,-78.8869444
4/17/2012 21:30,cudjoe key,fl,us,triangle,1800,30 minutes at least,Three flashing red lights in a triangle formation. Completely motionless&#44 quite high in the air. It is a windy night so such stability,4/18/2012,24.6711111,-81.4986111
4/17/2012 23:50,leo/laotto/garrett,in,,sphere,3000,40-50 minutes,Bright yellow/white orb in LaOtto/Auburn/Garrett/Leo area VERY BRIGHT&#33,4/18/2012,41.349494,-85.135527
4/17/2013 10:15,little falls,nj,us,diamond,1200,20 minutes,Twinkling ufo in sky.,5/15/2013,40.8688889,-74.2086111
4/17/2014 14:00,columbus,oh,us,sphere,300,5 minutes,Silver object that jumped across the sky so many feet. It moved very quickly would disappear and reappear. Then its gone.,4/18/2014,39.9611111,-82.9988889
4/18/1997 4:20,hartford,sd,us,,3,3 sec.,Man sees a large&#44 white disc in the night sky.  Obj. splits into 2 smaller orange orbs&#44 one of which maneuvers&#44 then 2 orbs rejoin&#33,11/2/1999,43.6230556,-96.9422222
4/18/1997 7:05,dallas,tx,us,diamond,900,15 minutes,Looking East&#44 saw bright red light descendingdown thru cloud layer&#44 then back up into clouds&#44repeating twice. Red light had a diamond s,3/7/1998,32.7833333,-96.8
4/18/1998 21:30,glenview,il,us,triangle,600,10 min,We were watching a movie when one of my freind saw something out of the window. he called all of us over to look at it. A couple days l,1/28/1999,42.0697222,-87.7877778
4/18/1999 19:00,new mexico (southern),nm,,other,2700,45mints,witnessed 5 to 6 aleins glowing red in color on the ground under crafts lights.,6/23/1999,34.51994,-105.87009
4/18/1999 20:15,lakewood,ca,us,chevron,10,10 sec,5-7 lights in a chevron pattern flew directly over head at a high altitude with no engine noise heard.,4/26/1999,33.8536111,-118.1330556
4/18/2001 16:35,houston,tx,us,oval,90,1:30,An airplane was flying overhead emitting a long contrail and as my eyes went down the contrail a small white craft came out of the plum,4/28/2001,29.7630556,-95.3630556
4/18/2001 18:30,denver,co,us,circle,120,2 min,One pinpoint of light moved northward across the sky joining another before I lost them in the haze.,4/28/2001,39.7391667,-104.9841667
37000,illinois state line (close to),in,,circle,60,under 1 min.,clear starry night sky.crosslike or starlike object seen in the sky.very bright white...(opaque).larger than surrounding stars.object s,4/28/2001,39.43694,-87.52944
4/18/2002 20:30,hilliard,oh,us,disk,45,0:45,UFO went overhead at a high rate of speed and continued north-northwest.,4/25/2002,40.0333333,-83.1583333
4/18/2002 21:45,buffalo (south of),ny,us,formation,15,15 secs,I was sitting on my back porch observing the planet configuration&#44I&#39m an amateur astronomer 20 years. This seven light boomerang shaped,4/25/2002,42.8863889,-78.8786111
4/18/2003 11:45,lapeer,mi,us,oval,180,3 minutes,Huge&#44 cloaked craft seen over unpaved runway at small local airport.,6/20/2005,43.0513889,-83.3188889
4/18/2004 12:34,sydney (nsw&#44 australia),,au,light,86400,day,It was a bright object in the air&#44 like a star&#44 i was in the car staring at it before buildings got in the way&#44  after it was gone&#33,4/27/2004,-33.861481,151.205475
4/18/2004 23:00,london (middlesex) (uk/england),,gb,triangle,30,30 seconds or so,triangle over london,4/27/2004,51.514125,-0.093689
4/18/2005 13:20,los angeles,ca,us,triangle,240,4 minutes,LA triangle over Glendale Blvd in the afternoon,5/11/2005,34.0522222,-118.2427778
4/18/2006 10:38,eureka,ca,us,sphere,180,2 to 3 minutes,Small black spherical object observed in the eastern horizon at about 30 degrees,5/15/2006,40.8022222,-124.1625
4/18/2006 22:00,budd lake,nj,us,light,420,5 to 7 minutes,Small starsized light&#44 got brighter and changed direction twice beforte disappearing,5/15/2006,40.8711111,-74.7344444
4/18/2007 0:16,delano,mn,us,triangle,120,2 minutes,lit up orange triangular hover  craft seen by two non-believers,4/27/2007,45.0419444,-93.7888889
4/18/2007 5:30,santa maria,ca,us,other,300,3 to 5 min,Red vertical glowing light in the sky.,6/12/2008,34.9530556,-120.4347222
4/18/2007 9:00,north tazewell,va,us,sphere,10800,3 hours,It is true about ufos and farms.,4/27/2007,37.1327778,-81.5272222
4/18/2007 18:00,brisbane (australia),,au,circle,30,30 seconds,A UFO seen in the sky.,10/8/2007,-27.47101,153.024292
4/18/2007 22:10,sudbury (canada),on,ca,triangle,10,10 seconds,Three red lights in triangle formation skim overhead&#44 twist&#44 appear to merge&#44 then disappear,4/27/2007,46.5,-80.966667
4/18/2007 23:30,black mountain,nc,us,rectangle,15,15 seconds,On our way home we saw a large object with several lights stationary in the sky.,4/27/2007,35.6177778,-82.3213889
4/18/2008 0:10,chattanooga,tn,us,other,1200,20 mins,U.F.O.s over Tennessee,6/12/2008,35.0455556,-85.3097222
4/18/2008 19:55,las vegas,nv,us,light,605,5 sec - ten minutes?,White Sphere darts from in front of the moon towards Test Site with possible electronic effects.,6/12/2008,36.175,-115.1363889
4/18/2008 22:00,pounding mill,va,us,light,3600,1 hour,Craft with bright lights of white and blue hover low then high then craft with red light appears to leave from first craft.,6/12/2008,37.0752778,-81.7088889
4/18/2008 22:00,venice,ca,us,light,30,30 seconds,It was like a star was bouncing around inside our world.Much smaller than a real star of course.&#44 But amazing&#33,6/12/2008,33.9908333,-118.4591667
4/18/2009 15:23,wichita,ks,us,triangle,120,1-2 minutes,triangle with green lights and black outer shell over wichita.,2/14/2010,37.6922222,-97.3372222
4/18/2009 23:30,rothwell (leeds) (uk/england,,,formation,300,over 5 minutes,formation of lights over Rothwell,5/12/2009,53.755477,-1.473462
4/18/2011 0:15,murfreesboro,tn,us,light,2700,45 minutes,3 bright objects in the sky and one of them darted quickly upward for 45 minutes as if it were climbing higher and higher in the sky,5/2/2011,35.8455556,-86.3902778
4/18/2011 21:20,yakima,wa,us,oval,3600,1 hour,multi-color objects in the sky&#44 one soared above our heads.,5/2/2011,46.6022222,-120.5047222
4/18/2011 22:05,new york city (queens),ny,us,triangle,7,7 seconds,Triangular craft hovering over Southeastern Queens,5/2/2011,40.7141667,-74.0063889
4/18/2012 23:42,schulenburg,tx,us,other,2,2 seconds,One object&#44 or 4 flying if perfect formation&#44 traveling west to east&#44 at 23:42 on 4/18/12.,5/13/2012,29.6816667,-96.9027778
4/18/2013 20:00,exeter,ri,us,diamond,30,30 seconds,Two diamond shaped objects flying just above tree line&#44 odd movement and light color,5/15/2013,41.5775,-71.5380556
4/18/2014 0:00,mt. pleasant,mi,us,egg,600,10 minutes,Bright lights power gone from car.,4/24/2014,43.5977778,-84.7675
4/18/2014 1:17,tampa,fl,us,light,600,10 minutes,Red and white lights over Tampa&#44 Fl.,4/18/2014,27.9472222,-82.4586111
4/18/2014 18:00,waynesboro,pa,us,light,600,10 minutes,Bright red firey light moving silently across the sky&#44 then went up and disappeared.,4/24/2014,39.7558333,-77.5780556
4/18/2014 21:00,monroe,la,us,sphere,900,15 minutes,Two oranges spheres traveling in a single path.There was no noise. The spheres remained the exact distance apart while traveling on,4/24/2014,32.5091667,-92.1191667
4/18/2014 21:00,san jose,ca,us,fireball,180,3 minutes,4/18/14 two fire ball objects that changed to pink clouds.,4/24/2014,37.3394444,-121.8938889
4/18/2014 22:00,shelton,wa,us,light,15,15 seconds,Two lights that looked like sattelites traveled in a line&#44 with one following/chasing other until the both disappeared.,4/24/2014,47.2152778,-123.0994444
4/19/1978 23:00,westland,mi,us,disk,120,2 minutes,Approx 50-75 feet above us&#44 30-40 ft diameter&#44 metal&#44 saucer shaped UFO&#44 colored lights all around&#44 2 bright white lights.,8/24/2004,42.3241667,-83.4002778
4/19/1999 3:45,houston,tx,us,unknown,1500,25 minutes,Super Bright Ruby Red Lights Aproxmatly 1000 feet apart and aproxmate altatude of 3500 feet moving 5mph at times stationary totaly sile,4/26/1999,29.7630556,-95.3630556
4/19/2000 19:10,alabaster,al,us,egg,60,1 minute,One at a time appeared each in a different direction&#44 a total of 3. Then all 3 disappeared instantly&#44 and reappeared all at once in dif,5/3/2000,33.2441667,-86.8163889
4/19/2000 23:09,delray beach,fl,us,chevron,15,15 sec.,looking in the sky to the south&#44I saw a greyish silouette heading north&#44looked for lites&#44listened for sound&#44None of either.Whatched it,4/26/2000,26.4611111,-80.0730556
4/19/2000 23:50,chicago,il,us,other,60,1 minute,craft was &quot;hoovering&quot; but no fluctuations in space.As if it were somehow anchored.hoovering over an over pass.an array of lights on bot,4/26/2000,41.85,-87.65
4/19/2002 20:00,bloomingburgh,ny,,unknown,37800,1 1/2 hours,Numerous objects w/flashing red &amp; blue lights on either side of a white light silently gliding through the night sky.,5/14/2002,41.55426,-74.439601
4/19/2002 20:11,melbourne beach,fl,us,sphere,900,15 minutes,disk circled by point&#44 explosion,4/25/2002,28.0680556,-80.5605556
4/19/2003 18:00,humboldt (canada),sk,ca,triangle,10,10 seconds,HBCCUFO CANADIAN REPORT:  Large triangle stopped abruptly in the air and hovered.,7/23/2003,52.2,-105.116667
4/19/2004 23:10,phoenix,az,us,egg,60,1 minute,Strange object in the night sky,4/27/2004,33.4483333,-112.0733333
4/19/2005 0:07,vancouver (canada),bc,ca,fireball,2,2 seconds,green fireball shoots across the sky westward  ((NUFORC Note:  Possible meteor.  PD)),5/11/2005,49.25,-123.133333
4/19/2005 1:00,berkshire county (uk/england),,gb,light,1200,20 minutes,Several Strange Lights All Spaced Out Evenly In A 5 Mile Radius,5/11/2005,51.5,-1.25
4/19/2006 0:00,mogollon rim,az,,light,600,10 minutes,Weird lights in woods above Mogollon Rim&#44 AZ.,4/27/2007,34.322968,-110.966798
4/19/2006 0:30,ottawa,il,us,light,1800,30 min.,green lights circling from cloud to cloud,5/15/2006,41.3455556,-88.8425
4/19/2006 2:30,las vegas,nv,us,light,7200,about 2 hrs,Four short grayish black-eyed aliens appeared in my room.,5/15/2006,36.175,-115.1363889
4/19/2008 0:00,camden point,mo,us,fireball,300,5 min,two egg shaped floating objects that looked like oustrige eggs&#44 grey in color aluminated and had a jet of fire out the back.,6/12/2008,39.4527778,-94.7413889
4/19/2008 1:20,kalispell,mt,us,triangle,1200,20 minutes,Two objects seen flying&#44 stopping&#44 and then dissipating.,6/12/2008,48.1958333,-114.3119444
4/19/2008 20:50,st. augustine,fl,us,light,300,5 minutes,Three bright lights seen flying at a slow speed across sky.  Witnessed by hundreds.,6/12/2008,29.8944444,-81.3147222
4/19/2008 22:30,new brighton,pa,us,triangle,180,3 minutes,Triangle shaped craft flying low.,6/12/2008,40.7302778,-80.3102778
4/19/2008 22:49,midland,tx,us,cigar,30,25-30 seconds,cigar shape rotation of brights length of 2 buses,6/12/2008,31.9972222,-102.0775
4/19/2008 23:00,silk hope (near),nc,us,disk,240,3-4 minutes,Three people saw disc-shaped craft with chaser lights&#44 flying slowly and smoothly at high altitude&#44 4/19 at 2300.,1/10/2009,35.7808333,-79.3702778
4/19/2010 1:30,progresso (yucatan) (mexico),,,triangle,2700,45 minutes,2 large spacecrafts emitting 12+ spherical objects with incredible speed and agility.,11/21/2010,34.478889,-105.881944
4/19/2010 15:00,honolulu,hi,us,triangle,1800,30 minutes,Honolulu Hawaii - Strange Triangle aircraft  preforming maneuvers with short contrails Intersecting each other,5/12/2010,21.3069444,-157.8583333
4/19/2011 8:30,dhaka (bangladesh),,,triangle,180,2-3 mins,I&#39m writing to you from Dhaka&#44Bangladesh because of an interesting encounter that my family and I had on the 19th April around 8:30 PM,5/2/2011,23.810332,90.412518
4/19/2012 19:45,las vegas,nv,us,light,900,15 minutes,Intermittent bright red and white stationary lights and super high speed &quot;streak&quot; of light over mountains&#44 north of Las Vegas,5/13/2012,36.175,-115.1363889
